TimeStamp: 2022/01/18 18:05:36.168, ElapsedTime[s]: 51.81901, Temperature[degC]: 20.96514, Humidity[%]: 54.61814
TimeStamp: 2022/01/18 18:38:43.71589, ElapsedTime[s]: 2038.882, Temperature[degC]: 20.34562, Humidity[%]: 48.00946
TimeStamp: 2022/01/18 18:38:44.403624, ElapsedTime[s]: 2040.216, Temperature[degC]: 20.35897, Humidity[%]: 47.98505
TimeStamp: 2022/01/18 18:38:45.739069, ElapsedTime[s]: 2041.549, Temperature[degC]: 20.37232, Humidity[%]: 48.00031
TimeStamp: 2022/01/18 18:38:47.72020, ElapsedTime[s]: 2042.883, Temperature[degC]: 20.35897, Humidity[%]: 48.01251
TimeStamp: 2022/01/18 18:38:48.403687, ElapsedTime[s]: 2044.213, Temperature[degC]: 20.34562, Humidity[%]: 48.00946
TimeStamp: 2022/01/18 18:38:49.736699, ElapsedTime[s]: 2045.548, Temperature[degC]: 20.34562, Humidity[%]: 47.99573
TimeStamp: 2022/01/18 18:38:51.71688, ElapsedTime[s]: 2046.882, Temperature[degC]: 20.35897, Humidity[%]: 47.99878
TimeStamp: 2022/01/18 18:38:52.403449, ElapsedTime[s]: 2048.214, Temperature[degC]: 20.35897, Humidity[%]: 47.98505
TimeStamp: 2022/01/18 18:38:53.736383, ElapsedTime[s]: 2049.548, Temperature[degC]: 20.33227, Humidity[%]: 47.96826
TimeStamp: 2022/01/18 18:38:55.70587, ElapsedTime[s]: 2050.881, Temperature[degC]: 20.35897, Humidity[%]: 47.99878
TimeStamp: 2022/01/18 18:38:56.402932, ElapsedTime[s]: 2052.213, Temperature[degC]: 20.35897, Humidity[%]: 47.93164
TimeStamp: 2022/01/18 18:38:57.735325, ElapsedTime[s]: 2053.547, Temperature[degC]: 20.34562, Humidity[%]: 47.97132
TimeStamp: 2022/01/18 18:38:59.68528, ElapsedTime[s]: 2054.879, Temperature[degC]: 20.33227, Humidity[%]: 47.9942
TimeStamp: 2022/01/18 18:39:00.400876, ElapsedTime[s]: 2056.213, Temperature[degC]: 20.35897, Humidity[%]: 48.02625
TimeStamp: 2022/01/18 18:39:01.735858, ElapsedTime[s]: 2057.553, Temperature[degC]: 20.35897, Humidity[%]: 47.95911
TimeStamp: 2022/01/18 18:39:03.78677, ElapsedTime[s]: 2058.894, Temperature[degC]: 20.37232, Humidity[%]: 47.98657
TimeStamp: 2022/01/18 18:39:04.414434, ElapsedTime[s]: 2060.23, Temperature[degC]: 20.35897, Humidity[%]: 48.01251
TimeStamp: 2022/01/18 18:39:05.752297, ElapsedTime[s]: 2061.568, Temperature[degC]: 20.34562, Humidity[%]: 47.98505
TimeStamp: 2022/01/18 18:39:07.89517, ElapsedTime[s]: 2062.905, Temperature[degC]: 20.35897, Humidity[%]: 48.02625
TimeStamp: 2022/01/18 18:39:08.427251, ElapsedTime[s]: 2064.243, Temperature[degC]: 20.35897, Humidity[%]: 47.99878
TimeStamp: 2022/01/18 18:39:09.765007, ElapsedTime[s]: 2065.584, Temperature[degC]: 20.34562, Humidity[%]: 47.98505
TimeStamp: 2022/01/18 18:39:11.107078, ElapsedTime[s]: 2066.918, Temperature[degC]: 20.35897, Humidity[%]: 47.98505
TimeStamp: 2022/01/18 18:39:12.439473, ElapsedTime[s]: 2068.25, Temperature[degC]: 20.34562, Humidity[%]: 47.94384
TimeStamp: 2022/01/18 18:39:13.772118, ElapsedTime[s]: 2069.582, Temperature[degC]: 20.34562, Humidity[%]: 47.99573
TimeStamp: 2022/01/18 18:39:15.103950, ElapsedTime[s]: 2070.917, Temperature[degC]: 20.35897, Humidity[%]: 48.01251
TimeStamp: 2022/01/18 18:39:16.439895, ElapsedTime[s]: 2072.25, Temperature[degC]: 20.37232, Humidity[%]: 48.00031
TimeStamp: 2022/01/18 18:39:17.773223, ElapsedTime[s]: 2073.584, Temperature[degC]: 20.34562, Humidity[%]: 47.98505
TimeStamp: 2022/01/18 18:39:19.105299, ElapsedTime[s]: 2074.916, Temperature[degC]: 20.34562, Humidity[%]: 47.98505
TimeStamp: 2022/01/18 18:39:20.438244, ElapsedTime[s]: 2076.249, Temperature[degC]: 20.37232, Humidity[%]: 48.01251
TimeStamp: 2022/01/18 18:39:21.771558, ElapsedTime[s]: 2077.582, Temperature[degC]: 20.34562, Humidity[%]: 47.98505
TimeStamp: 2022/01/18 18:39:23.103514, ElapsedTime[s]: 2078.914, Temperature[degC]: 20.33227, Humidity[%]: 47.9942
TimeStamp: 2022/01/18 18:39:24.435937, ElapsedTime[s]: 2080.247, Temperature[degC]: 20.34562, Humidity[%]: 47.99573
TimeStamp: 2022/01/18 18:39:25.769870, ElapsedTime[s]: 2081.581, Temperature[degC]: 20.35897, Humidity[%]: 48.01251
TimeStamp: 2022/01/18 18:39:27.103698, ElapsedTime[s]: 2082.913, Temperature[degC]: 20.35897, Humidity[%]: 47.98505
TimeStamp: 2022/01/18 18:39:28.435749, ElapsedTime[s]: 2084.248, Temperature[degC]: 20.34562, Humidity[%]: 48.0232
TimeStamp: 2022/01/18 18:39:29.770239, ElapsedTime[s]: 2085.58, Temperature[degC]: 20.34562, Humidity[%]: 48.03693
TimeStamp: 2022/01/18 18:39:31.102410, ElapsedTime[s]: 2086.913, Temperature[degC]: 20.37232, Humidity[%]: 48.00031
TimeStamp: 2022/01/18 18:39:32.434735, ElapsedTime[s]: 2088.245, Temperature[degC]: 20.35897, Humidity[%]: 47.97284
TimeStamp: 2022/01/18 18:39:33.768960, ElapsedTime[s]: 2089.58, Temperature[degC]: 20.34562, Humidity[%]: 48.00946
TimeStamp: 2022/01/18 18:39:35.103732, ElapsedTime[s]: 2090.913, Temperature[degC]: 20.35897, Humidity[%]: 48.02625
TimeStamp: 2022/01/18 18:39:36.435557, ElapsedTime[s]: 2092.247, Temperature[degC]: 20.34562, Humidity[%]: 48.0766
TimeStamp: 2022/01/18 18:39:37.769416, ElapsedTime[s]: 2093.58, Temperature[degC]: 20.34562, Humidity[%]: 48.06287
TimeStamp: 2022/01/18 18:39:39.102434, ElapsedTime[s]: 2094.913, Temperature[degC]: 20.35897, Humidity[%]: 48.05066
TimeStamp: 2022/01/18 18:39:40.435782, ElapsedTime[s]: 2096.247, Temperature[degC]: 20.35897, Humidity[%]: 48.05066
TimeStamp: 2022/01/18 18:39:41.769182, ElapsedTime[s]: 2097.58, Temperature[degC]: 20.34562, Humidity[%]: 48.10407
TimeStamp: 2022/01/18 18:39:43.102344, ElapsedTime[s]: 2098.913, Temperature[degC]: 20.35897, Humidity[%]: 48.02625
TimeStamp: 2022/01/18 18:39:44.434864, ElapsedTime[s]: 2100.246, Temperature[degC]: 20.35897, Humidity[%]: 48.0766
TimeStamp: 2022/01/18 18:39:45.768112, ElapsedTime[s]: 2101.581, Temperature[degC]: 20.33227, Humidity[%]: 48.04914
TimeStamp: 2022/01/18 18:39:47.103132, ElapsedTime[s]: 2102.913, Temperature[degC]: 20.34562, Humidity[%]: 48.08728
TimeStamp: 2022/01/18 18:39:48.435314, ElapsedTime[s]: 2104.246, Temperature[degC]: 20.35897, Humidity[%]: 48.0766
TimeStamp: 2022/01/18 18:39:49.768206, ElapsedTime[s]: 2105.579, Temperature[degC]: 20.35897, Humidity[%]: 48.06439
TimeStamp: 2022/01/18 18:39:51.101954, ElapsedTime[s]: 2106.913, Temperature[degC]: 20.35897, Humidity[%]: 48.02625
TimeStamp: 2022/01/18 18:39:52.434699, ElapsedTime[s]: 2108.245, Temperature[degC]: 20.34562, Humidity[%]: 47.99573
TimeStamp: 2022/01/18 18:39:53.767700, ElapsedTime[s]: 2109.578, Temperature[degC]: 20.33227, Humidity[%]: 48.0354
TimeStamp: 2022/01/18 18:39:55.100824, ElapsedTime[s]: 2110.911, Temperature[degC]: 20.34562, Humidity[%]: 48.04914
TimeStamp: 2022/01/18 18:39:56.433630, ElapsedTime[s]: 2112.245, Temperature[degC]: 20.37232, Humidity[%]: 48.02777
TimeStamp: 2022/01/18 18:39:57.767414, ElapsedTime[s]: 2113.578, Temperature[degC]: 20.37232, Humidity[%]: 48.01251
TimeStamp: 2022/01/18 18:39:59.98831, ElapsedTime[s]: 2114.91, Temperature[degC]: 20.35897, Humidity[%]: 48.05066
TimeStamp: 2022/01/18 18:40:00.431517, ElapsedTime[s]: 2116.243, Temperature[degC]: 20.35897, Humidity[%]: 48.03998
TimeStamp: 2022/01/18 18:40:01.765290, ElapsedTime[s]: 2117.583, Temperature[degC]: 20.35897, Humidity[%]: 48.03998
TimeStamp: 2022/01/18 18:40:03.105215, ElapsedTime[s]: 2118.921, Temperature[degC]: 20.34562, Humidity[%]: 47.99573
TimeStamp: 2022/01/18 18:40:04.445119, ElapsedTime[s]: 2120.26, Temperature[degC]: 20.34562, Humidity[%]: 47.99573
TimeStamp: 2022/01/18 18:40:05.782425, ElapsedTime[s]: 2121.598, Temperature[degC]: 20.35897, Humidity[%]: 48.01251
TimeStamp: 2022/01/18 18:40:07.120460, ElapsedTime[s]: 2122.935, Temperature[degC]: 20.34562, Humidity[%]: 47.99573
TimeStamp: 2022/01/18 18:40:08.457875, ElapsedTime[s]: 2124.274, Temperature[degC]: 20.35897, Humidity[%]: 48.02625
TimeStamp: 2022/01/18 18:40:09.796148, ElapsedTime[s]: 2125.615, Temperature[degC]: 20.33227, Humidity[%]: 47.982
TimeStamp: 2022/01/18 18:40:11.137192, ElapsedTime[s]: 2126.948, Temperature[degC]: 20.34562, Humidity[%]: 47.95911
TimeStamp: 2022/01/18 18:40:12.468909, ElapsedTime[s]: 2128.279, Temperature[degC]: 20.35897, Humidity[%]: 47.97284
TimeStamp: 2022/01/18 18:40:13.801258, ElapsedTime[s]: 2129.612, Temperature[degC]: 20.34562, Humidity[%]: 47.99573
TimeStamp: 2022/01/18 18:40:15.134465, ElapsedTime[s]: 2130.945, Temperature[degC]: 20.35897, Humidity[%]: 47.98505
TimeStamp: 2022/01/18 18:40:16.469032, ElapsedTime[s]: 2132.28, Temperature[degC]: 20.35897, Humidity[%]: 47.95911
TimeStamp: 2022/01/18 18:40:17.802311, ElapsedTime[s]: 2133.612, Temperature[degC]: 20.35897, Humidity[%]: 47.98505
TimeStamp: 2022/01/18 18:40:19.134041, ElapsedTime[s]: 2134.945, Temperature[degC]: 20.35897, Humidity[%]: 47.97284
TimeStamp: 2022/01/18 18:40:20.466794, ElapsedTime[s]: 2136.278, Temperature[degC]: 20.34562, Humidity[%]: 47.94384
TimeStamp: 2022/01/18 18:40:21.800867, ElapsedTime[s]: 2137.612, Temperature[degC]: 20.35897, Humidity[%]: 47.93164
TimeStamp: 2022/01/18 18:40:23.134246, ElapsedTime[s]: 2138.945, Temperature[degC]: 20.34562, Humidity[%]: 47.95911
TimeStamp: 2022/01/18 18:40:24.466297, ElapsedTime[s]: 2140.277, Temperature[degC]: 20.35897, Humidity[%]: 47.93164
TimeStamp: 2022/01/18 18:40:25.799155, ElapsedTime[s]: 2141.609, Temperature[degC]: 20.33227, Humidity[%]: 47.9942
TimeStamp: 2022/01/18 18:40:27.130596, ElapsedTime[s]: 2142.942, Temperature[degC]: 20.35897, Humidity[%]: 47.94537
TimeStamp: 2022/01/18 18:40:28.463559, ElapsedTime[s]: 2144.274, Temperature[degC]: 20.35897, Humidity[%]: 47.95911
TimeStamp: 2022/01/18 18:40:29.796183, ElapsedTime[s]: 2145.607, Temperature[degC]: 20.35897, Humidity[%]: 47.98505
TimeStamp: 2022/01/18 18:40:31.129528, ElapsedTime[s]: 2146.939, Temperature[degC]: 20.34562, Humidity[%]: 47.94384
TimeStamp: 2022/01/18 18:40:32.460708, ElapsedTime[s]: 2148.272, Temperature[degC]: 20.35897, Humidity[%]: 47.92096
TimeStamp: 2022/01/18 18:40:33.794173, ElapsedTime[s]: 2149.604, Temperature[degC]: 20.34562, Humidity[%]: 47.97132
TimeStamp: 2022/01/18 18:40:35.125279, ElapsedTime[s]: 2150.936, Temperature[degC]: 20.34562, Humidity[%]: 47.90417
TimeStamp: 2022/01/18 18:40:36.457307, ElapsedTime[s]: 2152.268, Temperature[degC]: 20.31625, Humidity[%]: 47.87671
TimeStamp: 2022/01/18 18:40:37.788846, ElapsedTime[s]: 2153.6, Temperature[degC]: 20.35897, Humidity[%]: 47.95911
TimeStamp: 2022/01/18 18:40:39.122185, ElapsedTime[s]: 2154.932, Temperature[degC]: 20.34562, Humidity[%]: 47.9179
TimeStamp: 2022/01/18 18:40:40.454016, ElapsedTime[s]: 2156.265, Temperature[degC]: 20.34562, Humidity[%]: 47.94384
TimeStamp: 2022/01/18 18:40:41.786468, ElapsedTime[s]: 2157.597, Temperature[degC]: 20.33227, Humidity[%]: 47.93011
TimeStamp: 2022/01/18 18:40:43.119355, ElapsedTime[s]: 2158.93, Temperature[degC]: 20.35897, Humidity[%]: 47.92096
TimeStamp: 2022/01/18 18:40:44.451370, ElapsedTime[s]: 2160.262, Temperature[degC]: 20.35897, Humidity[%]: 47.93164
TimeStamp: 2022/01/18 18:40:45.782930, ElapsedTime[s]: 2161.594, Temperature[degC]: 20.35897, Humidity[%]: 47.95911
TimeStamp: 2022/01/18 18:40:47.115994, ElapsedTime[s]: 2162.926, Temperature[degC]: 20.35897, Humidity[%]: 47.90722
TimeStamp: 2022/01/18 18:40:48.447392, ElapsedTime[s]: 2164.258, Temperature[degC]: 20.34562, Humidity[%]: 47.9179
TimeStamp: 2022/01/18 18:40:49.780082, ElapsedTime[s]: 2165.59, Temperature[degC]: 20.35897, Humidity[%]: 47.93164
TimeStamp: 2022/01/18 18:40:51.113230, ElapsedTime[s]: 2166.924, Temperature[degC]: 20.35897, Humidity[%]: 47.95911
TimeStamp: 2022/01/18 18:40:52.445316, ElapsedTime[s]: 2168.256, Temperature[degC]: 20.35897, Humidity[%]: 47.97284
TimeStamp: 2022/01/18 18:40:53.776926, ElapsedTime[s]: 2169.588, Temperature[degC]: 20.34562, Humidity[%]: 47.94384
TimeStamp: 2022/01/18 18:40:55.109224, ElapsedTime[s]: 2170.92, Temperature[degC]: 20.35897, Humidity[%]: 47.95911
TimeStamp: 2022/01/18 18:40:56.441406, ElapsedTime[s]: 2172.252, Temperature[degC]: 20.35897, Humidity[%]: 47.97284
TimeStamp: 2022/01/18 18:40:57.773875, ElapsedTime[s]: 2173.584, Temperature[degC]: 20.35897, Humidity[%]: 47.89502
TimeStamp: 2022/01/18 18:40:59.105723, ElapsedTime[s]: 2174.917, Temperature[degC]: 20.34562, Humidity[%]: 47.94384
TimeStamp: 2022/01/18 18:41:00.438242, ElapsedTime[s]: 2176.249, Temperature[degC]: 20.37232, Humidity[%]: 47.96216
TimeStamp: 2022/01/18 18:41:01.770076, ElapsedTime[s]: 2177.587, Temperature[degC]: 20.35897, Humidity[%]: 47.95911
TimeStamp: 2022/01/18 18:41:03.108788, ElapsedTime[s]: 2178.925, Temperature[degC]: 20.35897, Humidity[%]: 47.97284
TimeStamp: 2022/01/18 18:41:04.446847, ElapsedTime[s]: 2180.264, Temperature[degC]: 20.37232, Humidity[%]: 47.97589
TimeStamp: 2022/01/18 18:41:05.785919, ElapsedTime[s]: 2181.603, Temperature[degC]: 20.37232, Humidity[%]: 47.94842
TimeStamp: 2022/01/18 18:41:07.124286, ElapsedTime[s]: 2182.939, Temperature[degC]: 20.35897, Humidity[%]: 47.89502
TimeStamp: 2022/01/18 18:41:08.461511, ElapsedTime[s]: 2184.278, Temperature[degC]: 20.35897, Humidity[%]: 47.92096
TimeStamp: 2022/01/18 18:41:09.798685, ElapsedTime[s]: 2185.617, Temperature[degC]: 20.35897, Humidity[%]: 47.92096
TimeStamp: 2022/01/18 18:41:11.139692, ElapsedTime[s]: 2186.95, Temperature[degC]: 20.35897, Humidity[%]: 47.94537
TimeStamp: 2022/01/18 18:41:12.471777, ElapsedTime[s]: 2188.282, Temperature[degC]: 20.33227, Humidity[%]: 47.91638
TimeStamp: 2022/01/18 18:41:13.801480, ElapsedTime[s]: 2189.612, Temperature[degC]: 20.34562, Humidity[%]: 47.94384
TimeStamp: 2022/01/18 18:41:15.134094, ElapsedTime[s]: 2190.944, Temperature[degC]: 20.34562, Humidity[%]: 47.93011
TimeStamp: 2022/01/18 18:41:16.465945, ElapsedTime[s]: 2192.277, Temperature[degC]: 20.34562, Humidity[%]: 47.93011
TimeStamp: 2022/01/18 18:41:17.798484, ElapsedTime[s]: 2193.609, Temperature[degC]: 20.34562, Humidity[%]: 47.89349
TimeStamp: 2022/01/18 18:41:19.130431, ElapsedTime[s]: 2194.941, Temperature[degC]: 20.34562, Humidity[%]: 47.9179
TimeStamp: 2022/01/18 18:41:20.463239, ElapsedTime[s]: 2196.274, Temperature[degC]: 20.35897, Humidity[%]: 47.90722
TimeStamp: 2022/01/18 18:41:21.796200, ElapsedTime[s]: 2197.607, Temperature[degC]: 20.33227, Humidity[%]: 47.94079
TimeStamp: 2022/01/18 18:41:23.130474, ElapsedTime[s]: 2198.941, Temperature[degC]: 20.33227, Humidity[%]: 47.94079
TimeStamp: 2022/01/18 18:41:24.461457, ElapsedTime[s]: 2200.273, Temperature[degC]: 20.35897, Humidity[%]: 47.85382
TimeStamp: 2022/01/18 18:41:25.794209, ElapsedTime[s]: 2201.604, Temperature[degC]: 20.34562, Humidity[%]: 47.95911
TimeStamp: 2022/01/18 18:41:27.125773, ElapsedTime[s]: 2202.937, Temperature[degC]: 20.37232, Humidity[%]: 47.88434
TimeStamp: 2022/01/18 18:41:28.457067, ElapsedTime[s]: 2204.267, Temperature[degC]: 20.35897, Humidity[%]: 47.88128
TimeStamp: 2022/01/18 18:41:29.789164, ElapsedTime[s]: 2205.6, Temperature[degC]: 20.37232, Humidity[%]: 47.85687
TimeStamp: 2022/01/18 18:41:31.121526, ElapsedTime[s]: 2206.932, Temperature[degC]: 20.35897, Humidity[%]: 47.88128
TimeStamp: 2022/01/18 18:41:32.452754, ElapsedTime[s]: 2208.264, Temperature[degC]: 20.37232, Humidity[%]: 47.89502
TimeStamp: 2022/01/18 18:41:33.784801, ElapsedTime[s]: 2209.595, Temperature[degC]: 20.34562, Humidity[%]: 47.87976
TimeStamp: 2022/01/18 18:41:35.117610, ElapsedTime[s]: 2210.931, Temperature[degC]: 20.34562, Humidity[%]: 47.87976
TimeStamp: 2022/01/18 18:41:36.452926, ElapsedTime[s]: 2212.263, Temperature[degC]: 20.35897, Humidity[%]: 47.88128
TimeStamp: 2022/01/18 18:41:37.785103, ElapsedTime[s]: 2213.597, Temperature[degC]: 20.35897, Humidity[%]: 47.89502
TimeStamp: 2022/01/18 18:41:39.118803, ElapsedTime[s]: 2214.929, Temperature[degC]: 20.35897, Humidity[%]: 47.89502
TimeStamp: 2022/01/18 18:41:40.451335, ElapsedTime[s]: 2216.262, Temperature[degC]: 20.34562, Humidity[%]: 47.86602
TimeStamp: 2022/01/18 18:41:41.784221, ElapsedTime[s]: 2217.595, Temperature[degC]: 20.35897, Humidity[%]: 47.88128
TimeStamp: 2022/01/18 18:41:43.115684, ElapsedTime[s]: 2218.926, Temperature[degC]: 20.34562, Humidity[%]: 47.84009
TimeStamp: 2022/01/18 18:41:44.448207, ElapsedTime[s]: 2220.258, Temperature[degC]: 20.34562, Humidity[%]: 47.85229
TimeStamp: 2022/01/18 18:41:45.779664, ElapsedTime[s]: 2221.59, Temperature[degC]: 20.35897, Humidity[%]: 47.85382
TimeStamp: 2022/01/18 18:41:47.112326, ElapsedTime[s]: 2222.923, Temperature[degC]: 20.35897, Humidity[%]: 47.84009
TimeStamp: 2022/01/18 18:41:48.443493, ElapsedTime[s]: 2224.255, Temperature[degC]: 20.35897, Humidity[%]: 47.84009
TimeStamp: 2022/01/18 18:41:49.777028, ElapsedTime[s]: 2225.587, Temperature[degC]: 20.37232, Humidity[%]: 47.85687
TimeStamp: 2022/01/18 18:41:51.107674, ElapsedTime[s]: 2226.919, Temperature[degC]: 20.35897, Humidity[%]: 47.84009
TimeStamp: 2022/01/18 18:41:52.439529, ElapsedTime[s]: 2228.25, Temperature[degC]: 20.35897, Humidity[%]: 47.85382
TimeStamp: 2022/01/18 18:41:53.771310, ElapsedTime[s]: 2229.582, Temperature[degC]: 20.35897, Humidity[%]: 47.86755
TimeStamp: 2022/01/18 18:41:55.103506, ElapsedTime[s]: 2230.913, Temperature[degC]: 20.35897, Humidity[%]: 47.81567
TimeStamp: 2022/01/18 18:41:56.434884, ElapsedTime[s]: 2232.247, Temperature[degC]: 20.35897, Humidity[%]: 47.85382
TimeStamp: 2022/01/18 18:41:57.768889, ElapsedTime[s]: 2233.579, Temperature[degC]: 20.34562, Humidity[%]: 47.84009
TimeStamp: 2022/01/18 18:41:59.101568, ElapsedTime[s]: 2234.912, Temperature[degC]: 20.35897, Humidity[%]: 47.84009
TimeStamp: 2022/01/18 18:42:00.434254, ElapsedTime[s]: 2236.245, Temperature[degC]: 20.35897, Humidity[%]: 47.88128
TimeStamp: 2022/01/18 18:42:01.767180, ElapsedTime[s]: 2237.585, Temperature[degC]: 20.37232, Humidity[%]: 47.84314
TimeStamp: 2022/01/18 18:42:03.105686, ElapsedTime[s]: 2238.921, Temperature[degC]: 20.37232, Humidity[%]: 47.85687
TimeStamp: 2022/01/18 18:42:04.443383, ElapsedTime[s]: 2240.259, Temperature[degC]: 20.37232, Humidity[%]: 47.85687
TimeStamp: 2022/01/18 18:42:05.781132, ElapsedTime[s]: 2241.599, Temperature[degC]: 20.37232, Humidity[%]: 47.85687
TimeStamp: 2022/01/18 18:42:07.120048, ElapsedTime[s]: 2242.935, Temperature[degC]: 20.35897, Humidity[%]: 47.86755
TimeStamp: 2022/01/18 18:42:08.457832, ElapsedTime[s]: 2244.274, Temperature[degC]: 20.35897, Humidity[%]: 47.85382
TimeStamp: 2022/01/18 18:42:09.796115, ElapsedTime[s]: 2245.615, Temperature[degC]: 20.37232, Humidity[%]: 47.8172
TimeStamp: 2022/01/18 18:42:11.135797, ElapsedTime[s]: 2246.948, Temperature[degC]: 20.35897, Humidity[%]: 47.86755
TimeStamp: 2022/01/18 18:42:12.468858, ElapsedTime[s]: 2248.279, Temperature[degC]: 20.37232, Humidity[%]: 47.84314
TimeStamp: 2022/01/18 18:42:13.801647, ElapsedTime[s]: 2249.612, Temperature[degC]: 20.37232, Humidity[%]: 47.84314
TimeStamp: 2022/01/18 18:42:15.133524, ElapsedTime[s]: 2250.944, Temperature[degC]: 20.35897, Humidity[%]: 47.8294
TimeStamp: 2022/01/18 18:42:16.465507, ElapsedTime[s]: 2252.276, Temperature[degC]: 20.35897, Humidity[%]: 47.85382
TimeStamp: 2022/01/18 18:42:17.797882, ElapsedTime[s]: 2253.608, Temperature[degC]: 20.33227, Humidity[%]: 47.82483
TimeStamp: 2022/01/18 18:42:19.129387, ElapsedTime[s]: 2254.94, Temperature[degC]: 20.33227, Humidity[%]: 47.79889
TimeStamp: 2022/01/18 18:42:20.460784, ElapsedTime[s]: 2256.272, Temperature[degC]: 20.34562, Humidity[%]: 47.85229
TimeStamp: 2022/01/18 18:42:21.794270, ElapsedTime[s]: 2257.605, Temperature[degC]: 20.34562, Humidity[%]: 47.84009
TimeStamp: 2022/01/18 18:42:23.126098, ElapsedTime[s]: 2258.936, Temperature[degC]: 20.37232, Humidity[%]: 47.86755
TimeStamp: 2022/01/18 18:42:24.458255, ElapsedTime[s]: 2260.269, Temperature[degC]: 20.35897, Humidity[%]: 47.8294
TimeStamp: 2022/01/18 18:42:25.790922, ElapsedTime[s]: 2261.601, Temperature[degC]: 20.34562, Humidity[%]: 47.82635
TimeStamp: 2022/01/18 18:42:27.122698, ElapsedTime[s]: 2262.933, Temperature[degC]: 20.37232, Humidity[%]: 47.86755
TimeStamp: 2022/01/18 18:42:28.454827, ElapsedTime[s]: 2264.265, Temperature[degC]: 20.35897, Humidity[%]: 47.81567
TimeStamp: 2022/01/18 18:42:29.787187, ElapsedTime[s]: 2265.598, Temperature[degC]: 20.35897, Humidity[%]: 47.86755
TimeStamp: 2022/01/18 18:42:31.120006, ElapsedTime[s]: 2266.93, Temperature[degC]: 20.35897, Humidity[%]: 47.81567
TimeStamp: 2022/01/18 18:42:32.451718, ElapsedTime[s]: 2268.262, Temperature[degC]: 20.34562, Humidity[%]: 47.86602
TimeStamp: 2022/01/18 18:42:33.783426, ElapsedTime[s]: 2269.594, Temperature[degC]: 20.37232, Humidity[%]: 47.86755
TimeStamp: 2022/01/18 18:42:35.116690, ElapsedTime[s]: 2270.927, Temperature[degC]: 20.34562, Humidity[%]: 47.86602
TimeStamp: 2022/01/18 18:42:36.449145, ElapsedTime[s]: 2272.26, Temperature[degC]: 20.38834, Humidity[%]: 47.84466
TimeStamp: 2022/01/18 18:42:37.782310, ElapsedTime[s]: 2273.593, Temperature[degC]: 20.35897, Humidity[%]: 47.88128
TimeStamp: 2022/01/18 18:42:39.114302, ElapsedTime[s]: 2274.925, Temperature[degC]: 20.34562, Humidity[%]: 47.84009
TimeStamp: 2022/01/18 18:42:40.447318, ElapsedTime[s]: 2276.257, Temperature[degC]: 20.35897, Humidity[%]: 47.84009
TimeStamp: 2022/01/18 18:42:41.778966, ElapsedTime[s]: 2277.59, Temperature[degC]: 20.35897, Humidity[%]: 47.80346
TimeStamp: 2022/01/18 18:42:43.112261, ElapsedTime[s]: 2278.922, Temperature[degC]: 20.34562, Humidity[%]: 47.81262
TimeStamp: 2022/01/18 18:42:44.443435, ElapsedTime[s]: 2280.254, Temperature[degC]: 20.35897, Humidity[%]: 47.776
TimeStamp: 2022/01/18 18:42:45.775606, ElapsedTime[s]: 2281.586, Temperature[degC]: 20.35897, Humidity[%]: 47.8294
TimeStamp: 2022/01/18 18:42:47.107275, ElapsedTime[s]: 2282.918, Temperature[degC]: 20.35897, Humidity[%]: 47.81567
TimeStamp: 2022/01/18 18:42:48.439467, ElapsedTime[s]: 2284.25, Temperature[degC]: 20.35897, Humidity[%]: 47.80346
TimeStamp: 2022/01/18 18:42:49.771900, ElapsedTime[s]: 2285.583, Temperature[degC]: 20.35897, Humidity[%]: 47.81567
TimeStamp: 2022/01/18 18:42:51.104561, ElapsedTime[s]: 2286.914, Temperature[degC]: 20.37232, Humidity[%]: 47.8172
TimeStamp: 2022/01/18 18:42:52.434481, ElapsedTime[s]: 2288.245, Temperature[degC]: 20.37232, Humidity[%]: 47.80346
TimeStamp: 2022/01/18 18:42:53.767164, ElapsedTime[s]: 2289.58, Temperature[degC]: 20.35897, Humidity[%]: 47.84009
TimeStamp: 2022/01/18 18:42:55.101362, ElapsedTime[s]: 2290.912, Temperature[degC]: 20.38834, Humidity[%]: 47.83398
TimeStamp: 2022/01/18 18:42:56.434428, ElapsedTime[s]: 2292.245, Temperature[degC]: 20.35897, Humidity[%]: 47.80346
TimeStamp: 2022/01/18 18:42:57.766972, ElapsedTime[s]: 2293.578, Temperature[degC]: 20.34562, Humidity[%]: 47.84009
TimeStamp: 2022/01/18 18:42:59.99041, ElapsedTime[s]: 2294.909, Temperature[degC]: 20.38834, Humidity[%]: 47.83398
TimeStamp: 2022/01/18 18:43:00.430646, ElapsedTime[s]: 2296.242, Temperature[degC]: 20.35897, Humidity[%]: 47.84009
TimeStamp: 2022/01/18 18:43:01.765009, ElapsedTime[s]: 2297.582, Temperature[degC]: 20.35897, Humidity[%]: 47.81567
TimeStamp: 2022/01/18 18:43:03.103891, ElapsedTime[s]: 2298.919, Temperature[degC]: 20.35897, Humidity[%]: 47.8294
TimeStamp: 2022/01/18 18:43:04.441292, ElapsedTime[s]: 2300.257, Temperature[degC]: 20.35897, Humidity[%]: 47.8294
TimeStamp: 2022/01/18 18:43:05.778832, ElapsedTime[s]: 2301.594, Temperature[degC]: 20.37232, Humidity[%]: 47.85687
TimeStamp: 2022/01/18 18:43:07.115423, ElapsedTime[s]: 2302.931, Temperature[degC]: 20.34562, Humidity[%]: 47.81262
